Product_Name,Caffeine_Content_mg,Price_USD,Country,Sugar_Content_g
Energy Drink Q 9,138.1,8.09,Japan,23.7
Energy Drink Y 47,148.6,1.87,UK,2.1
Energy Drink F 89,265.6,2.32,Germany,22.2
Energy Drink B 78,63.1,1.93,Japan,8.5
Energy Drink J 53,231.4,7.98,USA,47.7
Energy Drink R 2,222.2,5.94,UK,11.4
Energy Drink J 87,247.9,4.97,USA,27.8
Energy Drink E 6,216.1,7.64,Germany,3.9
Energy Drink W 23,261.6,8.68,Canada,23.3
Energy Drink K 40,152.6,4.85,Germany,6.7
Energy Drink U 89,255.2,7.73,Germany,43.1
Energy Drink D 14,84.7,2.79,Canada,0.7
Energy Drink G 65,269.5,2.7,South Korea,8.9
Energy Drink G 37,122.1,8.94,France,42.2
Energy Drink F 49,145.4,9.59,Japan,29.8
Energy Drink X 92,78.6,3.91,USA,9.7
Energy Drink C 81,279.8,6.52,South Korea,27.0
Energy Drink Z 19,266.2,3.37,South Korea,34.2
Energy Drink Q 5,284.1,6.98,Germany,9.0
Energy Drink J 24,124.9,3.42,Germany,15.2
Energy Drink W 38,160.9,1.34,South Korea,42.6
Energy Drink V 15,124.9,1.91,Germany,36.4
Energy Drink T 30,73.8,9.32,France,42.9
Energy Drink P 88,186.5,8.37,Japan,34.1
Energy Drink X 23,116.1,5.23,UK,41.6
Energy Drink G 22,208.7,9.98,UK,18.6
Energy Drink Q 6,230.8,2.07,France,25.0
Energy Drink O 75,171.9,1.26,France,49.2
Energy Drink C 62,166.9,1.39,USA,27.6
Energy Drink M 81,262.1,6.24,Canada,1.3
Energy Drink C 23,207.2,2.03,South Korea,17.4
Energy Drink I 20,235.2,1.56,Canada,24.9
Energy Drink M 56,284.0,4.27,USA,32.0
Energy Drink M 68,184.6,3.52,Japan,30.0
Energy Drink Q 91,79.8,6.8,UK,36.7
Energy Drink R 2,228.6,3.79,Germany,7.1
Energy Drink T 41,198.2,2.07,France,26.3
Energy Drink P 9,64.4,3.14,UK,24.6
Energy Drink E 84,243.0,9.76,Canada,31.1
Energy Drink Q 39,204.6,6.58,USA,20.8
Energy Drink C 56,221.4,4.69,France,23.7
Energy Drink L 35,125.9,1.59,South Korea,13.3
Energy Drink R 11,71.2,3.85,UK,17.0
Energy Drink J 15,116.8,3.06,USA,26.0
Energy Drink D 43,107.5,8.25,Canada,2.5
Energy Drink L 26,111.6,3.13,France,45.2
Energy Drink L 71,268.1,9.67,South Korea,26.8
Energy Drink V 45,59.9,9.8,South Korea,6.9
Energy Drink C 15,239.0,5.47,Japan,13.4
Energy Drink N 33,158.3,1.0,Canada,49.7
Energy Drink H 30,272.3,6.8,UK,35.0
Energy Drink N 63,284.0,6.32,Germany,15.8
Energy Drink F 13,86.1,4.74,UK,12.4
Energy Drink N 35,293.2,1.41,USA,1.9
Energy Drink H 8,255.9,4.95,France,9.8
Energy Drink J 81,185.8,5.36,USA,45.4
Energy Drink N 74,66.9,3.2,Canada,32.4
Energy Drink Q 53,76.4,6.25,Germany,17.4
Energy Drink F 33,227.8,1.96,Germany,44.4
Energy Drink Z 9,258.9,8.59,USA,7.0
Energy Drink K 75,165.6,1.82,USA,19.7
Energy Drink R 95,79.5,4.32,Canada,7.5
Energy Drink G 66,216.1,3.5,France,7.4
Energy Drink T 84,164.9,4.36,USA,1.3
Energy Drink T 65,212.2,9.15,UK,4.2
Energy Drink Q 92,62.1,7.68,France,36.9
Energy Drink J 54,181.2,3.28,USA,1.3
Energy Drink I 71,95.4,9.15,Germany,9.7
Energy Drink J 72,215.5,2.28,Germany,34.7
Energy Drink D 93,201.1,9.17,France,29.8
Energy Drink A 53,154.6,6.01,France,39.4
Energy Drink Y 65,145.2,4.38,Canada,33.0
Energy Drink B 31,79.0,9.49,USA,1.8
Energy Drink A 64,241.0,4.0,France,49.6
Energy Drink P 87,115.3,7.75,France,13.4
Energy Drink E 5,71.1,3.17,France,16.9
Energy Drink O 44,168.9,2.36,USA,22.9
Energy Drink O 24,152.6,2.32,France,40.1
Energy Drink P 75,273.5,2.24,UK,11.9
Energy Drink I 33,163.5,9.32,France,19.1
Energy Drink A 99,61.5,2.57,USA,9.0
Energy Drink N 64,156.2,5.18,USA,35.3
Energy Drink U 84,116.7,3.75,Germany,46.8
Energy Drink X 100,136.3,1.96,Canada,40.7
Energy Drink N 47,146.9,3.2,Canada,29.7
Energy Drink P 72,268.9,3.01,Japan,16.1
Energy Drink T 66,133.3,9.04,UK,13.1
Energy Drink U 9,84.5,3.84,South Korea,39.3
Energy Drink B 29,244.9,7.53,South Korea,2.4
Energy Drink T 93,97.4,9.75,Germany,19.8
Energy Drink G 37,52.3,3.41,Japan,13.3
Energy Drink M 70,117.7,5.55,Japan,11.4
Energy Drink T 10,142.7,3.99,USA,49.0
Energy Drink D 38,280.8,9.62,Canada,18.1
Energy Drink Y 56,225.1,8.34,USA,45.3
Energy Drink H 96,208.1,7.91,Japan,28.9
Energy Drink U 48,239.8,4.84,Japan,10.1
Energy Drink H 14,298.8,7.31,South Korea,16.7
Energy Drink Y 45,228.9,3.09,Germany,17.5
Energy Drink C 68,283.7,6.67,Germany,28.6
Energy Drink S 42,125.1,7.84,USA,17.7
Energy Drink O 92,266.7,5.95,USA,20.9
Energy Drink Y 58,195.1,4.25,Japan,14.0
Energy Drink F 2,64.1,2.68,France,28.6
Energy Drink H 67,137.6,1.05,South Korea,40.5
Energy Drink J 37,141.0,1.14,USA,13.8
Energy Drink O 39,73.7,2.93,Canada,45.0
Energy Drink C 11,288.4,7.01,Japan,35.7
Energy Drink S 3,156.1,6.32,South Korea,11.0
Energy Drink D 89,238.1,3.24,South Korea,2.7
Energy Drink A 23,225.1,8.61,Japan,18.8
Energy Drink Q 57,112.0,1.3,UK,48.0
Energy Drink U 14,160.2,6.26,Germany,37.3
Energy Drink U 62,55.8,6.0,UK,46.3
Energy Drink O 29,142.7,3.8,USA,0.6
Energy Drink A 60,297.2,6.45,France,3.0
Energy Drink B 60,279.0,8.42,UK,35.2
Energy Drink D 5,50.7,5.15,USA,15.2
Energy Drink R 11,289.5,7.0,Canada,17.3
Energy Drink H 61,197.0,9.74,South Korea,10.8
Energy Drink X 8,190.5,7.2,USA,13.7
Energy Drink S 75,213.8,3.03,South Korea,34.1
Energy Drink T 11,182.2,7.44,Canada,42.4
Energy Drink C 29,230.3,8.21,UK,13.4
Energy Drink C 5,135.5,6.23,Japan,7.4
Energy Drink V 96,246.9,9.5,France,18.5
Energy Drink D 16,280.9,5.87,South Korea,15.6
Energy Drink J 46,197.7,6.13,Germany,47.1
Energy Drink X 55,170.0,2.52,France,49.1
Energy Drink Q 69,254.1,5.84,Canada,44.0
Energy Drink E 35,269.2,5.63,France,11.8
Energy Drink L 19,200.2,8.09,Germany,26.5
Energy Drink N 51,213.5,1.34,France,30.8
Energy Drink U 45,150.0,5.15,Germany,25.1
Energy Drink X 48,271.0,2.2,USA,23.7
Energy Drink N 20,177.6,3.99,Germany,1.4
Energy Drink M 84,54.5,9.38,Germany,10.5
Energy Drink T 30,86.3,6.07,Germany,29.4
Energy Drink W 91,111.6,5.42,Germany,36.8
Energy Drink Z 82,63.2,2.12,Japan,47.3
Energy Drink R 7,223.1,9.31,France,13.8
Energy Drink A 88,184.3,1.12,Canada,15.7
Energy Drink S 62,255.5,5.96,Canada,0.2
Energy Drink K 58,85.0,5.1,Canada,2.5
Energy Drink I 61,259.6,7.86,South Korea,38.5
Energy Drink S 47,135.3,9.34,Canada,39.1
Energy Drink E 63,180.9,5.93,France,38.1
Energy Drink K 88,250.4,6.46,South Korea,2.3
Energy Drink N 84,188.4,3.58,Germany,14.7
Energy Drink S 59,95.3,3.8,UK,29.5
Energy Drink Z 24,79.8,1.36,Canada,39.6
Energy Drink M 22,281.4,2.74,Germany,19.1
Energy Drink D 19,75.5,7.05,Canada,20.3
Energy Drink E 87,209.1,9.9,Japan,40.3
Energy Drink A 36,71.7,1.12,South Korea,21.4
Energy Drink J 20,185.8,1.73,Germany,10.9
Energy Drink P 51,251.5,1.44,South Korea,8.4
Energy Drink X 52,194.6,3.04,USA,17.1
Energy Drink F 93,295.8,2.99,Japan,41.0
Energy Drink J 19,255.3,4.93,South Korea,49.6
Energy Drink S 76,202.7,9.77,France,32.1
Energy Drink W 25,243.5,8.18,Germany,40.4
Energy Drink M 66,125.8,9.51,UK,8.3
Energy Drink X 75,208.8,8.31,France,44.4
Energy Drink A 82,147.4,7.26,France,42.6
Energy Drink O 88,180.6,5.55,Canada,28.6
Energy Drink X 88,277.5,9.9,USA,30.3
Energy Drink K 17,169.7,3.0,Germany,20.8
Energy Drink E 95,271.2,1.88,France,4.5
Energy Drink P 43,223.2,2.92,UK,17.6
Energy Drink X 66,87.6,5.9,South Korea,39.2
Energy Drink N 97,105.2,7.28,USA,27.4
Energy Drink V 20,207.5,8.3,France,16.0
Energy Drink Y 14,283.4,7.98,Japan,36.6
Energy Drink R 87,273.1,2.05,Canada,14.0
Energy Drink V 89,164.6,5.74,Japan,43.6
Energy Drink B 55,214.3,8.89,Canada,24.0
Energy Drink Z 21,285.9,3.97,UK,3.8
Energy Drink L 99,69.1,1.78,UK,47.8
Energy Drink P 68,102.6,3.75,Japan,24.7
Energy Drink U 95,239.1,6.11,Germany,27.0
Energy Drink C 67,161.1,3.65,Japan,27.8
Energy Drink E 64,105.4,5.05,South Korea,10.9
Energy Drink I 61,175.0,8.27,Germany,15.5
Energy Drink G 48,62.2,9.43,Canada,18.1
Energy Drink N 17,77.3,3.28,France,39.5
Energy Drink J 13,284.2,3.58,UK,40.6
Energy Drink R 74,287.9,7.25,South Korea,24.4
Energy Drink E 93,224.5,8.37,UK,29.9
Energy Drink A 90,96.0,3.49,Canada,40.0
Energy Drink B 6,171.6,6.87,Japan,39.2
Energy Drink Y 57,173.2,6.72,South Korea,35.0
Energy Drink D 66,169.4,3.02,South Korea,39.8
Energy Drink K 83,94.3,5.42,Japan,21.1
Energy Drink O 100,295.5,3.48,France,45.4
Energy Drink Z 60,53.6,4.63,Germany,25.5
Energy Drink R 100,290.5,5.36,France,30.3
Energy Drink H 27,172.1,5.12,USA,46.8
Energy Drink L 58,269.3,9.16,USA,19.3
Energy Drink Z 66,66.2,7.12,USA,39.8
Energy Drink M 100,266.4,2.42,UK,48.3
Energy Drink I 59,232.2,8.72,Japan,33.1
Energy Drink U 61,172.1,6.83,South Korea,40.7
Energy Drink E 39,268.2,9.5,UK,7.0
Energy Drink Q 81,276.6,2.34,UK,48.3
Energy Drink W 84,279.9,8.49,Germany,25.7
Energy Drink R 58,107.8,1.39,South Korea,32.0
Energy Drink Y 97,248.5,7.75,UK,33.8
Energy Drink I 54,219.7,8.63,South Korea,38.6
Energy Drink V 53,267.8,7.18,Germany,21.0
Energy Drink B 57,167.9,3.34,Canada,28.6
Energy Drink K 13,280.0,9.16,USA,38.4
Energy Drink R 59,297.1,1.48,Canada,12.7
Energy Drink J 4,122.3,3.52,Japan,17.0
Energy Drink C 91,290.4,9.28,Canada,35.1
Energy Drink H 13,159.5,4.31,USA,1.3
Energy Drink E 26,293.1,6.62,South Korea,42.3
Energy Drink B 92,65.6,1.19,Canada,29.1
Energy Drink I 55,221.3,3.97,USA,34.2
Energy Drink U 91,201.4,7.12,UK,49.1
Energy Drink N 78,206.3,6.93,UK,25.8
Energy Drink O 22,180.4,9.95,USA,45.1
Energy Drink X 5,235.4,8.41,UK,28.7
Energy Drink P 71,165.4,6.2,Canada,38.8
Energy Drink X 57,254.0,7.11,USA,33.2
Energy Drink R 61,135.5,2.84,South Korea,29.6
Energy Drink C 92,57.7,1.93,South Korea,27.1
Energy Drink H 61,140.6,2.12,South Korea,38.7
Energy Drink Y 61,219.0,1.55,Japan,45.5
Energy Drink J 78,72.6,8.13,UK,21.5
Energy Drink V 38,156.0,4.27,Japan,19.5
Energy Drink Z 59,191.6,7.87,Japan,29.7
Energy Drink K 34,87.7,9.26,USA,38.5
Energy Drink D 40,131.2,8.71,Japan,4.7
Energy Drink W 57,82.6,6.27,Germany,34.2
Energy Drink P 57,213.2,1.51,Japan,48.0
Energy Drink K 77,143.2,3.74,Canada,29.3
Energy Drink N 41,259.8,2.37,France,41.2
Energy Drink R 15,247.8,6.13,France,21.1
Energy Drink Y 31,237.6,3.22,USA,26.2
Energy Drink G 20,192.5,5.37,Germany,24.9
Energy Drink E 35,276.3,3.13,USA,16.9
Energy Drink N 78,50.7,3.5,USA,14.4
Energy Drink L 81,75.6,3.0,South Korea,27.3
Energy Drink Y 65,273.5,2.74,France,30.8
Energy Drink Y 60,97.6,8.09,UK,31.9
Energy Drink I 80,195.4,3.12,South Korea,45.5
Energy Drink M 15,74.8,4.75,Germany,32.0
Energy Drink R 28,82.9,8.35,Japan,13.6
Energy Drink E 62,183.7,1.38,Japan,37.2
Energy Drink Z 75,234.5,9.43,Germany,25.6
Energy Drink X 42,88.9,3.14,UK,36.7
Energy Drink K 98,285.0,8.29,Germany,16.5
Energy Drink N 56,122.3,5.98,USA,1.1
Energy Drink A 44,155.8,7.93,South Korea,6.0
Energy Drink G 51,56.3,9.47,France,11.5
Energy Drink E 81,70.1,6.15,France,18.7
Energy Drink Z 26,112.3,3.06,USA,3.9
Energy Drink A 40,61.4,9.79,South Korea,48.6
Energy Drink R 15,135.1,8.14,South Korea,3.7
Energy Drink Y 53,116.3,9.95,Japan,4.9
Energy Drink P 17,162.2,9.77,France,27.4
Energy Drink H 24,288.6,7.77,South Korea,38.2
Energy Drink V 1,57.2,8.24,Germany,14.7
Energy Drink J 84,289.6,2.83,Canada,14.3
Energy Drink G 61,200.9,6.78,UK,49.2
Energy Drink F 21,186.2,6.66,Germany,8.6
Energy Drink J 28,223.3,7.48,South Korea,8.5
Energy Drink H 21,287.0,1.03,France,43.5
Energy Drink J 69,104.2,2.19,Japan,42.6
Energy Drink I 56,78.9,4.0,Canada,2.7
Energy Drink S 71,233.6,1.61,UK,48.6
Energy Drink L 86,170.2,2.38,France,43.7
Energy Drink Z 75,152.2,4.97,Canada,36.6
Energy Drink E 92,237.1,7.87,Japan,19.8
Energy Drink U 61,53.6,1.25,France,21.4
Energy Drink Z 68,151.1,1.85,France,21.1
Energy Drink K 100,216.7,1.84,Canada,22.7
Energy Drink I 17,234.4,1.96,South Korea,44.8
Energy Drink Q 25,257.9,2.9,Japan,32.1
Energy Drink O 44,226.1,1.32,USA,32.2
Energy Drink R 8,92.7,7.81,UK,47.1
Energy Drink T 38,118.6,2.7,USA,21.5
Energy Drink N 91,173.8,3.74,Japan,17.6
Energy Drink U 89,168.4,8.48,UK,19.9
Energy Drink I 63,101.3,9.12,France,3.6
Energy Drink Y 6,274.9,4.26,Canada,30.8
Energy Drink E 55,147.0,8.38,Germany,21.2
Energy Drink B 17,275.5,6.71,Canada,23.4
Energy Drink T 56,71.2,2.95,UK,47.9
Energy Drink N 81,62.6,5.03,Japan,6.0
Energy Drink V 11,240.5,8.51,France,18.2
Energy Drink H 36,78.2,1.06,UK,13.6
Energy Drink Z 23,297.7,1.79,USA,30.8
Energy Drink Q 30,181.6,8.83,UK,36.0
Energy Drink H 18,115.7,9.46,Canada,34.0
Energy Drink P 31,86.2,3.66,France,50.0
Energy Drink K 64,157.2,5.95,Germany,42.1
Energy Drink O 68,72.5,7.44,South Korea,25.7
Energy Drink V 82,160.2,3.12,Germany,18.6
Energy Drink J 6,127.0,6.93,UK,33.9
Energy Drink I 5,208.3,6.35,France,28.9
Energy Drink E 24,223.0,9.27,Canada,26.1
Energy Drink H 83,65.8,9.84,Canada,35.7
Energy Drink L 13,99.5,8.0,France,20.6
Energy Drink L 87,183.9,1.81,Canada,29.5
Energy Drink I 58,186.4,9.72,UK,27.4
Energy Drink O 59,155.2,1.83,Germany,13.4
Energy Drink E 32,123.5,1.49,Germany,46.2
Energy Drink F 89,246.3,3.08,South Korea,10.0
Energy Drink U 48,227.2,7.36,UK,35.6
Energy Drink R 85,269.5,4.36,France,33.8
Energy Drink Y 91,79.6,9.41,Canada,8.2
Energy Drink E 78,127.2,5.53,South Korea,40.3
Energy Drink E 22,55.3,6.09,UK,13.0
Energy Drink V 73,72.6,9.4,France,9.8
Energy Drink E 23,186.3,6.04,South Korea,28.3
Energy Drink H 17,135.6,5.24,Canada,2.9
Energy Drink H 67,199.9,7.97,Germany,0.6
Energy Drink T 62,103.3,1.3,Canada,0.5
Energy Drink X 9,168.0,3.82,Japan,36.0
Energy Drink E 63,291.8,7.01,Canada,24.8
Energy Drink F 21,165.2,8.84,Japan,33.6
Energy Drink S 56,125.3,5.63,USA,9.8
Energy Drink T 96,289.3,5.21,USA,15.9
Energy Drink D 33,163.1,6.57,Germany,0.5
Energy Drink L 96,243.9,9.41,Germany,38.2
Energy Drink U 55,250.3,5.89,UK,10.1
Energy Drink U 86,129.3,3.26,UK,25.3
Energy Drink M 36,222.8,1.89,Canada,1.9
Energy Drink E 52,233.1,2.44,Japan,13.6
Energy Drink O 17,121.4,1.95,USA,46.1
Energy Drink Z 37,164.5,3.33,France,41.3
Energy Drink R 95,127.7,3.49,South Korea,34.3
Energy Drink O 6,136.7,7.83,South Korea,0.8
Energy Drink F 14,63.3,6.87,USA,24.0
Energy Drink P 4,202.4,4.33,France,36.2
Energy Drink J 72,155.1,1.08,UK,38.0
Energy Drink Z 91,143.1,4.16,Japan,8.0
Energy Drink E 59,189.1,5.11,Japan,40.3
Energy Drink I 76,190.5,6.28,Japan,32.3
Energy Drink X 75,202.6,1.64,UK,47.1
Energy Drink O 46,74.9,5.0,France,40.7
Energy Drink P 6,74.2,1.42,Germany,44.1
Energy Drink J 6,204.6,3.81,UK,28.1
Energy Drink Z 7,170.5,4.82,Germany,32.0
Energy Drink V 80,151.3,4.9,USA,24.2
Energy Drink X 87,131.4,2.38,Japan,10.6
Energy Drink G 95,260.2,6.62,USA,24.6
Energy Drink N 54,243.5,9.84,Japan,5.4
Energy Drink M 80,224.5,9.25,Germany,2.0
Energy Drink S 95,297.0,9.74,UK,2.7
Energy Drink F 79,66.9,1.5,Germany,32.4
Energy Drink W 4,83.3,6.18,Canada,34.3
Energy Drink A 95,113.9,2.29,France,28.5
Energy Drink G 83,164.5,9.45,USA,26.2
Energy Drink A 53,54.1,7.33,Canada,11.6
Energy Drink I 72,137.5,6.82,Germany,18.9
Energy Drink L 8,190.7,8.18,Japan,24.5
Energy Drink B 47,233.7,7.96,USA,21.3
Energy Drink B 54,207.1,5.12,Japan,30.4
Energy Drink F 98,98.8,1.5,Canada,33.8
Energy Drink D 72,85.2,1.84,Japan,9.6
Energy Drink H 5,177.2,6.46,France,39.6
Energy Drink Q 4,176.7,3.66,USA,7.4
Energy Drink Z 5,258.4,6.45,France,45.9
Energy Drink G 96,166.1,5.65,Germany,37.0
Energy Drink H 6,178.9,8.15,USA,38.4
Energy Drink J 79,263.9,8.44,Germany,42.2
Energy Drink Z 70,280.3,7.29,USA,8.6
Energy Drink J 44,263.7,8.71,Germany,0.7
Energy Drink T 28,171.9,3.52,UK,19.5
Energy Drink L 60,205.4,3.46,South Korea,47.7
Energy Drink C 46,150.4,6.08,France,19.3
Energy Drink K 41,91.5,8.64,USA,43.2
Energy Drink Z 31,94.5,6.53,South Korea,30.4
Energy Drink N 80,287.3,4.71,Germany,32.0
Energy Drink L 34,179.1,7.92,France,21.7
Energy Drink X 71,91.3,8.19,Japan,12.8
Energy Drink Y 37,278.1,3.09,South Korea,24.0
Energy Drink B 79,158.5,7.1,Japan,49.2
Energy Drink K 61,268.0,7.71,USA,19.1
Energy Drink L 42,141.3,4.99,France,4.7
Energy Drink I 12,89.2,4.64,Canada,34.5
Energy Drink S 90,216.9,7.32,Canada,19.9
Energy Drink N 73,261.7,9.56,France,8.1
Energy Drink V 15,94.3,4.95,USA,19.7
Energy Drink O 33,294.3,3.62,USA,40.9
Energy Drink M 31,263.2,1.97,UK,44.8
Energy Drink V 37,228.5,6.72,South Korea,22.9
Energy Drink S 81,256.1,8.07,South Korea,17.2
Energy Drink T 57,253.4,8.54,Canada,24.3
Energy Drink I 11,143.2,7.18,Canada,2.2
Energy Drink U 14,229.4,3.4,South Korea,12.6
Energy Drink G 74,80.2,4.32,South Korea,10.9
Energy Drink H 72,118.0,6.0,Canada,25.2
Energy Drink K 45,111.7,2.91,Germany,11.3
Energy Drink K 5,206.9,3.95,Japan,43.2
Energy Drink N 74,51.3,9.68,France,3.8
Energy Drink Q 27,78.6,9.64,France,3.0
Energy Drink H 19,71.8,1.78,Germany,4.0
Energy Drink H 73,99.0,8.08,UK,1.3
Energy Drink L 85,131.5,9.71,USA,3.3
Energy Drink T 82,294.1,1.65,UK,34.0
Energy Drink Y 84,94.4,9.18,South Korea,21.4
Energy Drink D 32,109.4,6.55,France,48.9
Energy Drink P 67,291.8,1.23,Canada,12.6
Energy Drink T 29,160.5,8.35,USA,37.5
Energy Drink P 32,100.8,5.97,Canada,24.6
Energy Drink U 51,247.7,1.85,USA,32.2
Energy Drink S 99,86.8,6.38,USA,34.1
Energy Drink T 96,225.0,5.63,UK,33.4
Energy Drink Y 13,174.4,8.37,USA,49.1
Energy Drink Z 31,216.6,1.46,South Korea,8.2
Energy Drink E 26,242.2,3.13,UK,0.3
Energy Drink G 59,87.2,8.13,Japan,9.5
Energy Drink X 10,59.3,2.4,South Korea,36.1
Energy Drink V 31,141.6,8.42,France,32.4
Energy Drink X 69,54.8,1.32,UK,22.6
Energy Drink D 83,109.3,1.8,USA,29.8
Energy Drink P 89,259.3,9.63,USA,43.5
Energy Drink L 41,220.7,3.64,Germany,39.0
Energy Drink U 24,243.3,2.79,France,36.9
Energy Drink W 74,136.3,2.25,Canada,14.5
Energy Drink V 31,55.9,4.25,Germany,24.5
Energy Drink C 7,172.9,6.99,France,36.8
Energy Drink I 15,86.1,4.78,Japan,6.9
Energy Drink U 72,160.3,7.6,France,30.8
Energy Drink F 30,230.3,1.59,France,27.6
Energy Drink S 64,281.2,8.97,Germany,37.1
Energy Drink T 45,91.9,6.52,UK,15.4
Energy Drink B 41,131.4,7.87,South Korea,27.2
Energy Drink G 59,151.8,1.43,UK,12.8
Energy Drink Z 39,230.4,5.76,South Korea,43.1
Energy Drink I 92,286.7,1.47,Canada,27.2
Energy Drink C 96,222.7,3.62,Japan,30.8
Energy Drink T 8,156.2,6.32,South Korea,41.8
Energy Drink B 53,255.3,8.02,UK,10.5
Energy Drink L 39,69.9,8.46,USA,1.1
Energy Drink I 63,129.9,7.52,Germany,2.5
Energy Drink K 27,255.4,4.69,France,28.7
Energy Drink D 50,166.3,7.03,USA,9.5
Energy Drink N 33,77.4,9.54,Japan,18.1
Energy Drink U 33,109.0,9.5,Germany,27.3
Energy Drink N 22,96.5,4.41,UK,5.6
Energy Drink Y 15,152.4,3.74,UK,46.2
Energy Drink H 96,127.5,2.01,Canada,15.8
Energy Drink I 20,288.1,8.24,France,32.0
Energy Drink U 85,284.2,4.95,Japan,32.6
Energy Drink F 100,114.2,3.37,South Korea,15.7
Energy Drink L 37,184.1,5.36,Canada,20.4
Energy Drink P 16,162.4,6.88,USA,19.2
Energy Drink Z 4,118.9,7.6,USA,20.0
Energy Drink Z 60,211.7,9.71,USA,43.8
Energy Drink W 53,119.5,7.42,France,46.4
Energy Drink Z 91,122.7,6.41,UK,41.2
Energy Drink L 92,152.0,6.94,France,36.9
Energy Drink R 44,146.4,6.3,France,9.6
Energy Drink V 35,146.8,2.94,UK,13.8
Energy Drink F 17,286.0,9.17,France,27.8
Energy Drink E 34,119.1,2.56,Japan,37.0
Energy Drink Q 95,201.3,7.75,USA,26.4
Energy Drink M 85,253.8,8.67,Japan,48.8
Energy Drink K 93,158.5,8.0,UK,47.9
Energy Drink N 56,94.0,1.47,South Korea,22.7
Energy Drink I 7,167.0,2.01,USA,16.4
Energy Drink I 47,226.2,8.09,USA,2.7
Energy Drink K 20,143.3,1.03,USA,37.6
Energy Drink E 29,225.3,8.47,South Korea,25.2
Energy Drink L 48,208.0,8.26,UK,17.8
Energy Drink U 35,273.2,5.04,South Korea,5.7
Energy Drink P 20,229.0,1.19,UK,46.4
Energy Drink C 52,167.7,3.17,France,29.4
Energy Drink C 6,204.6,9.71,France,5.9
Energy Drink N 27,196.9,5.49,Canada,27.2
Energy Drink L 47,202.3,7.14,UK,29.5
Energy Drink C 9,235.5,5.57,UK,32.7
Energy Drink I 43,272.7,4.62,Germany,21.0
Energy Drink A 49,203.2,1.74,Germany,19.9
Energy Drink E 52,243.2,7.86,Germany,33.2
Energy Drink W 32,182.9,3.77,Canada,22.4
Energy Drink A 76,237.8,4.17,Canada,41.7
Energy Drink Q 13,171.6,6.8,Canada,5.8
Energy Drink C 43,194.3,6.88,South Korea,7.2
Energy Drink S 11,188.7,8.9,UK,29.0
Energy Drink P 67,224.5,6.41,South Korea,23.0
Energy Drink M 92,169.5,5.05,Japan,23.9
Energy Drink L 26,232.6,6.66,Germany,36.7
Energy Drink F 55,218.7,2.0,Japan,35.8
Energy Drink B 83,288.5,6.61,USA,15.4
Energy Drink K 61,192.8,5.39,USA,12.8
Energy Drink X 94,227.6,9.98,UK,23.8
Energy Drink Z 48,216.4,1.44,Germany,26.1
Energy Drink L 40,260.2,7.11,Germany,16.3
Energy Drink W 60,116.9,5.96,USA,38.0
Energy Drink B 66,98.2,4.64,France,39.1
Energy Drink C 37,94.5,2.26,Germany,16.9
Energy Drink U 92,121.8,4.5,Canada,28.2
Energy Drink P 74,135.4,8.21,UK,13.6
Energy Drink Y 70,213.5,3.33,Canada,34.6
Energy Drink A 91,67.0,7.74,South Korea,2.1
Energy Drink S 2,103.3,5.21,Canada,23.5
Energy Drink X 68,67.0,2.18,South Korea,26.0
Energy Drink F 98,250.1,3.63,Germany,7.9
Energy Drink K 34,203.4,4.73,Canada,17.9
Energy Drink S 45,53.9,7.73,Germany,16.3
Energy Drink H 77,83.0,4.51,UK,32.5
Energy Drink Y 4,108.0,1.25,USA,19.5
Energy Drink U 42,75.7,5.71,Canada,14.3
Energy Drink J 9,181.0,8.97,Japan,12.6
Energy Drink X 4,224.5,6.4,Canada,42.2
Energy Drink V 93,100.6,8.4,Canada,18.4
Energy Drink U 17,119.1,1.37,UK,4.0
Energy Drink I 57,181.3,6.68,Germany,44.0
Energy Drink O 93,256.5,9.3,Canada,43.7
Energy Drink E 35,107.2,8.1,Japan,45.4
Energy Drink L 18,202.3,4.72,Canada,6.1
Energy Drink T 6,96.7,5.36,Japan,45.3
Energy Drink O 94,188.0,1.35,USA,16.4
Energy Drink T 10,89.6,2.38,South Korea,9.1
Energy Drink B 13,219.8,3.47,France,21.6
Energy Drink L 10,223.1,3.84,USA,27.1
Energy Drink M 60,101.5,7.01,UK,26.8
Energy Drink D 61,54.7,9.79,Canada,20.4
Energy Drink Y 10,218.5,9.87,Japan,21.2
Energy Drink L 45,197.3,4.93,South Korea,11.0
Energy Drink H 60,77.4,4.49,Germany,25.3
Energy Drink Y 30,231.8,9.45,South Korea,1.9
Energy Drink A 85,160.1,7.02,France,0.9
Energy Drink S 65,63.4,8.31,France,40.9
Energy Drink K 79,73.9,4.32,South Korea,6.8
Energy Drink K 58,112.3,8.31,France,20.9
Energy Drink Y 78,124.1,8.69,Canada,9.2
Energy Drink P 38,260.8,1.21,France,21.7
Energy Drink E 29,224.5,9.17,USA,48.7
Energy Drink Q 67,57.1,3.19,France,10.5
Energy Drink X 36,262.7,8.87,UK,46.5
Energy Drink Q 37,162.3,6.71,South Korea,21.0
Energy Drink F 82,193.3,6.85,UK,36.0
Energy Drink F 68,117.9,1.74,Germany,34.9
Energy Drink U 29,116.3,7.26,Germany,30.2
Energy Drink M 97,226.5,8.92,France,7.8
Energy Drink J 24,211.8,3.19,UK,19.2
Energy Drink C 90,128.4,5.62,South Korea,48.8
